# links whose baseline route crosses rhine_mainz_koblenz; definition: any
# built 2026-09-21T21:34:10 from EU_logistic_routes.pkl (modified 2026-09-17T09:24:01); stage fingerprint: {'hash': 'add769
# counts {'total': 5746, 'dry_bulk': 3583, 'liquid_bulk': 2124, 'container': 39}; matches the extraction of 17 Sep 2026: True
seller_id,buyer_id,cargo_type,n_routes
2046,2750,dry_bulk,1
2047,1252,dry_bulk,1
2047,7989,dry_bulk,1
2048,20,dry_bulk,1
2048,7737,dry_bulk,1
2051,1258,dry_bulk,1
2051,23,dry_bulk,1
2051,8,dry_bulk,1
2052,7740,dry_bulk,1
2053,1309,dry_bulk,1
2055,2527,dry_bulk,1
2061,7994,dry_bulk,1
2066,11634,dry_bulk,1
2068,7990,dry_bulk,1
2072,7526,dry_bulk,1
2077,12072,dry_bulk,1
2085,7751,dry_bulk,1
2087,1249,dry_bulk,1
21,2622,dry_bulk,1
2108,7992,dry_bulk,1
2121,11220,dry_bulk,1
2124,ROW,dry_bulk,1
2126,2508,dry_bulk,1
2128,11626,dry_bulk,1
2129,MEA,dry_bulk,1
2130,MEA,dry_bulk,1
2132,11273,dry_bulk,1
2133,2481,dry_bulk,1
22,2616,dry_bulk,1
2205,11209,dry_bulk,1
2207,4253,dry_bulk,1
2210,11224,dry_bulk,1
2210,RUS,dry_bulk,1
2211,11229,dry_bulk,1
2212,444,dry_bulk,1
2215,RUS,dry_bulk,1
2223,11219,dry_bulk,1
2223,8523,dry_bulk,1
2227,USA,dry_bulk,1
2229,11211,dry_bulk,1
2229,11223,dry_bulk,1
2229,11227,dry_bulk,1
2229,2867,dry_bulk,1
2230,9666,dry_bulk,1
2231,2484,dry_bulk,1
2231,2606,dry_bulk,1
2231,USA,dry_bulk,1
2236,11225,dry_bulk,1
2236,2784,dry_bulk,1
2236,9671,dry_bulk,1
2237,2515,dry_bulk,1
2238,AFR,dry_bulk,1
2239,11226,dry_bulk,1
2255,USA,dry_bulk,1
2268,GBR,dry_bulk,1
2271,9383,dry_bulk,1
2273,9836,dry_bulk,1
2273,USA,dry_bulk,1
2277,11222,dry_bulk,1
2277,5255,dry_bulk,1
2277,RUS,dry_bulk,1
2278,NOR,dry_bulk,1
2281,USA,dry_bulk,1
2282,RUS,dry_bulk,1
2284,USA,dry_bulk,1
2285,12339,dry_bulk,1
2285,AFR,dry_bulk,1
23,hh_236,dry_bulk,1
2306,9634,dry_bulk,1
2308,4087,dry_bulk,1
2310,AFR,dry_bulk,1
2312,MEA,dry_bulk,1
2314,11278,dry_bulk,1
2314,5869,dry_bulk,1
2314,9385,dry_bulk,1
2315,GBR,dry_bulk,1
2316,AFR,dry_bulk,1
2317,455,dry_bulk,1
2317,MEA,dry_bulk,1
2318,11659,dry_bulk,1
2318,9534,dry_bulk,1
2319,8101,dry_bulk,1
2322,NOR,dry_bulk,1
2324,9381,dry_bulk,1
2327,8100,dry_bulk,1
2328,NOR,dry_bulk,1
2329,11212,dry_bulk,1
2329,12343,dry_bulk,1
2329,9667,dry_bulk,1
2329,RUS,dry_bulk,1
2354,11656,dry_bulk,1
2354,5876,dry_bulk,1
2355,AFR,dry_bulk,1
2358,8099,dry_bulk,1
2359,USA,dry_bulk,1
2363,MEA,dry_bulk,1
2363,ROW,dry_bulk,1
2364,ROW,dry_bulk,1
2367,AFR,dry_bulk,1
2368,5258,dry_bulk,1
2368,USA,dry_bulk,1
2383,1305,dry_bulk,1
2387,546,dry_bulk,1
2387,5688,dry_bulk,1
2389,2048,dry_bulk,1
2389,2095,dry_bulk,1
2397,2170,dry_bulk,1
2397,9674,dry_bulk,1
2402,4133,dry_bulk,1
2402,5667,dry_bulk,1
2402,5678,dry_bulk,1
2402,5685,dry_bulk,1
