,time_step,id,flow_total,flow_total_tons,flow_domestic_B2C_manufacturing,flow_domestic_B2C,flow_manufacturing,flow_domestic_B2B_manufacturing,flow_domestic_B2B,flow_domestic_B2C_agriculture,flow_agriculture,flow_import_B2C_imports,flow_import_B2C,flow_imports,flow_import_imports,flow_import,flow_domestic_B2B_agriculture,flow_domestic_B2B_mining,flow_mining,flow_export_manufacturing,flow_export,flow_export_mining,flow_export_agriculture
1136,0,456,0.9025365001521112,1477.7732846014649,,0.04982295554622855,0.20870481872660676,0.007912692014278007,0.028663207675480997,0.04982295554622855,0.22106730750880157,0.46674944188844136,0.46674944188844136,0.47276334617697674,0.00601390428853536,0.00601390428853536,0.020750515661202982,,1.0277397260420364e-06,0.20079212671232877,0.35128699075342484,1.0277397260420364e-06,0.15049383630137003
1137,0,458,0.8896981274464718,1455.9259343147792,,0.0403285744428474,0.20869503435463096,0.007902907642302207,0.02864897889508407,0.0403285744428474,0.21156848199699926,0.4634196790665801,0.4634196790665801,0.4694335833551155,0.00601390428853536,0.00601390428853536,0.02074607125278186,,1.0277397260420364e-06,0.20079212671232877,0.35128699075342484,1.0277397260420364e-06,0.15049383630137003
1138,0,1505,0.009300468392045815,15.582162053087956,,0.005956476789787691,9.784371975800981e-06,9.784371975800981e-06,1.4228780396921262e-05,0.005956476789787691,0.005960921198208811,0.0033297628218612037,0.0033297628218612037,0.0033297628218612037,,,4.444408421120281e-06,,,,,,
1139,0,1451,0.02116147650165224,36.52111187186558,,0.017428042025384585,9.65985550898516e-05,2.4337938651495405e-05,0.00025845214473193607,0.017428042025384585,0.017662156231465026,0.0034027217150973594,0.0034027217150973594,0.0034027217150973594,,,0.00023411420608044058,,,7.22606164383562e-05,7.22606164383562e-05,,
1140,0,1453,0.9276257378537215,1521.231093621366,,0.07120491266526024,0.20878184853774504,0.007917461208977902,0.028895505926523842,0.07120491266526024,0.24267679368417625,0.47015216360353873,0.47015216360353873,0.4761660678920741,0.00601390428853536,0.00601390428853536,0.020978044717545944,,1.0277397260420364e-06,0.20086438732876713,0.3513592513698632,1.0277397260420364e-06,0.15049383630137003
1141,0,680,0.054436598401831966,96.83759011635672,,0.024763064341232394,0.0004707526041721516,0.0004707526041721516,0.029673534060599572,0.024763064341232394,0.05396584579765982,,,,,,0.02920278145642742,,,,,,
1142,0,1859,0.9556541981854689,1526.6701616722257,,0.24150780964435187,0.12002682592956096,0.018361412230930782,0.4158123117506547,0.24150780964435187,0.6395318300584498,0.19040270977706297,0.19040270977706297,0.19607345658498201,0.005670746807919058,0.005670746807919058,0.3974288139072478,2.2085612476058432e-05,2.2085612476058432e-05,0.10166541369863018,0.10226062020547969,,0.0005952065068495065
1143,0,2070,0.9549862244493043,1525.4872633173748,,0.2408398359081873,0.12002682592956096,0.018361412230930782,0.4158123117506547,0.2408398359081873,0.6388638563222852,0.19040270977706297,0.19040270977706297,0.19607345658498201,0.005670746807919058,0.005670746807919058,0.3974288139072478,2.2085612476058432e-05,2.2085612476058432e-05,0.10166541369863018,0.10226062020547969,,0.0005952065068495065
1145,0,1888,0.09043561678082217,160.15022225908248,,,,,,,0.09043561678082217,,,,,,,,,,0.09043561678082217,,0.09043561678082217
1147,0,682,0.24802063207566905,422.941788998479,,0.14934039291022336,,,0.09868023916544567,0.14934039291022336,0.24802063207566905,,,,,,0.09868023916544567,,,,,,
1153,0,1783,2.337754479996976,4177.688710893257,,0.031286139655965974,1.80913698630137,,,0.031286139655965974,0.03136833177925389,0.117022771467418,0.117022771467418,0.4612837506149826,0.3442609791475646,0.3442609791475646,,,0.035965411301369876,1.80913698630137,1.8451845897260277,0.035965411301369876,8.219212328791792e-05
1161,0,473,0.025719511798627928,34.71294462323645,,0.021182107601247526,0.000906649071679465,0.000906649071679465,0.004537404197380401,0.021182107601247526,0.024811725634996968,,,,,,0.003629618033749441,1.1370919514942992e-06,1.1370919514942992e-06,,,,
1162,0,774,0.09640823464622049,167.77132002450514,,0.08328689894740646,0.00012042292763629949,0.00011494347558150496,0.0013958255171446247,0.08328689894740646,0.08456778098896957,0.011163217324112584,0.011163217324112584,0.011719002989888578,0.000555785665775995,0.000555785665775995,0.0012808820415631198,,1.0277397260420364e-06,5.479452054794521e-06,6.507191780836557e-06,1.0277397260420364e-06,
1164,0,1349,0.043555860700731835,66.29889872675547,,0.03901845650335144,0.000906649071679465,0.000906649071679465,0.004537404197380401,0.03901845650335144,0.04264807453710088,,,,,,0.003629618033749441,1.1370919514942992e-06,1.1370919514942992e-06,,,,
1165,0,474,0.04409623634411755,78.08894661950305,,0.04409623634411755,,,,0.04409623634411755,0.04409623634411755,,,,,,,,,,,,
1166,0,1235,0.06850277634433857,110.70022046797162,,0.06587493546895275,0.00011494347558150496,0.00011494347558150496,0.0026278408753858265,0.06587493546895275,0.06838783286875706,,,,,,0.0025128973998043216,,,,,,
1167,0,1236,0.1164573087466007,195.62172922668955,,0.11382946787121487,0.00011494347558150496,0.00011494347558150496,0.0026278408753858265,0.11382946787121487,0.11634236527101918,,,,,,0.0025128973998043216,,,,,,
1168,0,475,0.04688368983879072,83.02517984927883,,0.04688368983879072,,,,0.04688368983879072,0.04688368983879072,,,,,,,,,,,,
1170,0,1379,0.09771251532293883,171.33923889058397,,0.08624202563229731,0.001972166258719367,0.001972166258719367,0.007486883454049357,0.08624202563229731,0.09175674282762729,0.003983606236592166,0.003983606236592166,0.003983606236592166,,,0.00551471719532999,,,,,,
1171,0,1434,0.15347789936463951,270.09279381226986,,0.142007409673998,0.001972166258719367,0.001972166258719367,0.007486883454049357,0.142007409673998,0.14752212686932797,0.003983606236592166,0.003983606236592166,0.003983606236592166,,,0.00551471719532999,,,,,,
1172,0,1166,0.0027593569060420913,4.886477668038498,,0.0027593569060420913,,,,0.0027593569060420913,0.0027593569060420913,,,,,,,,,,,,
1173,0,1167,0.021998722556562208,38.95699982218112,,0.021998722556562208,,,,0.021998722556562208,0.021998722556562208,,,,,,,,,,,,
1174,0,477,0.01401525022690968,20.899652868400995,,0.01401525022690968,,,,0.01401525022690968,0.01401525022690968,,,,,,,,,,,,
1175,0,478,0.027633128812179983,45.01522104563627,,0.027631672784940015,,,1.4560272399659313e-06,0.027631672784940015,0.027633128812179983,,,,,,1.4560272399659313e-06,,,,,,
1176,0,1984,0.018328945544716445,32.45828145204222,,0.018328945544716445,,,,0.018328945544716445,0.018328945544716445,,,,,,,,,,,,
1177,0,826,0.047601353671453954,69.54335226901968,,0.04306394947407356,0.000906649071679465,0.000906649071679465,0.004537404197380401,0.04306394947407356,0.046693567507823004,,,,,,0.003629618033749441,1.1370919514942992e-06,1.1370919514942992e-06,,,,
1178,0,512,0.1461380685868523,258.16641848398865,,0.1387169366086717,0.001972166258719367,0.001972166258719367,0.007421131978180583,0.1387169366086717,0.14416590232813292,,,,,,0.0054489657194612155,,,,,,
1179,0,479,4.896492578705214e-05,0.019731996011908687,,,,,4.896492578705214e-05,,4.896492578705214e-05,,,,,,4.896492578705214e-05,,,,,,
1180,0,1894,0.002151531639014864,0.9682360855809706,,,3.972671232876743e-05,,0.0021118049266860965,,0.0021118049266860965,,,,,,0.0021118049266860965,,,3.972671232876743e-05,3.972671232876743e-05,,
1185,0,723,0.00033757939423450926,0.13603850416739105,,,,,0.00033757939423450926,,0.00033757939423450926,,,,,,0.00033757939423450926,,,,,,
1186,0,1691,0.00033757939423450926,0.13603850416739105,,,,,0.00033757939423450926,,0.00033757939423450926,,,,,,0.00033757939423450926,,,,,,
1192,0,1120,0.00033757939423450926,0.13603850416739105,,,,,0.00033757939423450926,,0.00033757939423450926,,,,,,0.00033757939423450926,,,,,,
1196,0,486,0.011572910857020734,9.12048353441662,0.004395265844475476,0.007960401612105065,0.004395265844475476,,,0.0035651357676295885,0.0035651357676295885,0.0036125092449156688,0.0036125092449156688,0.0036125092449156688,,,,,,,,,
1197,0,1561,0.3872726884380709,579.8312932248017,0.007128646290284349,0.04138165731836681,0.007128646290284349,,,0.03425301102808247,0.03425301102808247,0.032363159005874234,0.032363159005874234,0.3458910311197041,0.3135278721138298,0.3135278721138298,,,,,,,
1198,0,488,0.026385518572476205,38.29755662996563,,0.010884709069834946,0.010311644520547945,,0.001546286910093609,0.010884709069834946,0.012430995979928555,0.0036428780719997035,0.0036428780719997035,0.0036428780719997035,,,0.001546286910093609,,,0.010311644520547945,0.010311644520547945,,
1199,0,1106,0.5512199810104107,1024.6160258569769,0.0027853105744765987,0.22352702600381652,0.021164849554609903,0.001183645829448347,0.2333629605410557,0.2207417154293399,0.45295868463359,0.07543341569841501,0.07543341569841501,0.07543341569841501,,,0.2321320376974008,4.7277014206562584e-05,0.0016630311237956327,0.017195893150684958,0.018896578767123345,0.00161575410958907,8.493150684931507e-05
1200,0,489,0.0035068055484333235,6.21011619085985,,0.0033937960041631175,,,0.00011300954427020607,0.0033937960041631175,0.0035068055484333235,,,,,,0.00011300954427020607,,,,,,
1201,0,962,0.0059886519154781145,10.605157231586261,,0.0059886519154781145,,,,0.0059886519154781145,0.0059886519154781145,,,,,,,,,,,,
1202,0,521,0.0035068055484333235,6.21011619085985,,0.0033937960041631175,,,0.00011300954427020607,0.0033937960041631175,0.0035068055484333235,,,,,,0.00011300954427020607,,,,,,
1204,0,1536,0.876738716648384,1446.418386078999,0.004210270065634818,0.1849467813516212,0.12057389730067966,0.004352321070661271,0.28411930705941213,0.1807365112859864,0.4618950266695571,0.2867603263018473,0.2867603263018473,0.2925397463880355,0.005779420086188297,0.005779420086188297,0.2792900222328858,0.00047696375586507513,0.0017300462901116652,0.11201130616438358,0.11513288184931511,0.00125308253424659,0.0018684931506849315
